"ward","type","location","year","est_cost","id","intersection_1","intersection_2","intersection_3","intersection_4"
9,"Alley Speed Hump Menu","E 101 ST & E 102 ST & S YALE AV & S PRINCETON AV",2005,1750,6713,"S YALE AV & E 101st ST","S PRINCETON AV & E 101st ST","S YALE AV & E 102nd ST","S PRINCETON AV & E 102nd ST"
9,"Alley Speed Hump Menu","E 100 ST & E 101 ST & S YALE AV & S WENTWORTH AV",2005,1750,6714,"S YALE AV & E 100th ST","S WENTWORTH AV & E 100th ST","S YALE AV & E 101st ST","S WENTWORTH AV & E 101st ST"
9,"Alley Speed Hump Menu","E 100 PL & E 101 ST & S MICHIGAN AV & S STATE ST",2005,5250,6715,"S MICHIGAN AV & E 100th PL","S STATE ST & E 100th PL","S MICHIGAN AV & E 101st ST","S STATE ST & E 101st ST"
9,"Alley Speed Hump Menu","E 100 PL & E 100 ST & S MICHIGAN AV & S STATE ST",2005,5250,6716,"S MICHIGAN AV & E 100th PL","S STATE ST & E 100th PL","S MICHIGAN AV & E 100th ST","S STATE ST & E 100th ST"
9,"Alley Speed Hump Menu","E 133 ST & E 134 ST & S CALUMET AV & DR. MARTIN LUTHER KING JR. DR",2005,2625,6717,"S CALUMET AV & E 133rd ST","S CALUMET AV & E 134th ST","NA","NA"
9,"Alley Speed Hump Menu","E 102 PL & E 103 ST & S ST LAWRENCE AV & S DAUPHIN AV",2005,2625,6718,"S ST LAWRENCE AV & E 102nd PL","S DAUPHIN AV & E 102nd PL","S ST LAWRENCE AV & E 103rd ST","S DAUPHIN AV & E 103rd ST"
9,"Alley Speed Hump Menu","E 133 ST & E 134 ST & S INDIANA AV & S PRAIRIE AV",2005,4375,6719,"S INDIANA AV & E 133rd ST","S PRAIRIE AV & E 133rd ST","S INDIANA AV & E 134th ST","S PRAIRIE AV & E 134th ST"
9,"Alley Speed Hump Menu","E 107 ST & E 108 ST & S INDIANA AV & S EDBROOKE AV",2005,3500,6720,"S INDIANA AV & E 107th ST","S EDBROOKE AV & E 107th ST","S INDIANA AV & E 108th ST","S EDBROOKE AV & E 108th ST"
9,"Alley Speed Hump Menu","E 112 ST & E 113 ST & S CHAMPLAIN AV & S LANGLEY AV",2005,1750,6721,"S CHAMPLAIN AV & E 112th ST","S LANGLEY AV & E 112th ST","S CHAMPLAIN AV & E 113th ST","S LANGLEY AV & E 113th ST"
9,"Alley Speed Hump Menu","E 103 ST & E 103 PL & S DAUPHIN AV & S RHODES AV",2005,3500,6722,"S DAUPHIN AV & E 103rd ST","S RHODES AV & E 103rd ST","S DAUPHIN AV & E 103rd PL","S RHODES AV & E 103rd PL"
9,"Alley Speed Hump Menu","E 110 ST & E 111 ST & S MICHIGAN AV & S EDBROOKE AV",2005,4375,6723,"S MICHIGAN AV & E 110th ST","S EDBROOKE AV & E 110th ST","S MICHIGAN AV & E 111th ST","S EDBROOKE AV & E 111th ST"
9,"Alley Speed Hump Menu","E 114 ST & E 115 ST & S FRONT AV & DR. MARTIN LUTHER KING JR. DR",2005,1750,6724,"S FRONT AV & E 114th ST","S FRONT AV & E 115th ST","NA","NA"
9,"Alley Speed Hump Menu","E 117 PL & E 118 ST & S STATE ST & S MICHIGAN AV",2005,4375,6725,"S STATE ST & E 117th PL","S MICHIGAN AV & E 117th PL","S STATE ST & E 118th ST","S MICHIGAN AV & E 118th ST"
9,"Alley Speed Hump Menu","E 106 ST & E 105 PL & S LANGLEY AV & S CORLISS AV",2005,3500,6726,"S LANGLEY AV & E 106th ST","S CORLISS AV & E 106th ST","S LANGLEY AV & E 105th PL","S CORLISS AV & E 105th PL"
9,"Alley Speed Hump Menu","E 102 ST & E 103 ST & S PARNELL AV & S NORMAL",2005,3500,6727,"S PARNELL AV & E 102nd ST","S NORMAL & E 102nd ST","S PARNELL AV & E 103rd ST","S NORMAL & E 103rd ST"
9,"Alley Speed Hump Menu","E 119 ST & E 120 ST & S STATE ST & S MICHIGAN AV",2005,4375,6728,"S STATE ST & E 119th ST","S MICHIGAN AV & E 119th ST","S STATE ST & E 120th ST","S MICHIGAN AV & E 120th ST"
9,"Alley Speed Hump Menu","E 122 ST & E 123 ST & S STATE ST & S MICHIGAN AV",2005,4375,6729,"S STATE ST & E 122nd ST","S MICHIGAN AV & E 122nd ST","S STATE ST & E 123rd ST","S MICHIGAN AV & E 123rd ST"
9,"Alley Speed Hump Menu","E 102 ST & E 103 ST & S CALUMET AV & S FOREST AV",2005,3500,6730,"S CALUMET AV & E 102nd ST","S FOREST AV & E 102nd ST","S CALUMET AV & E 103rd ST","S FOREST AV & E 103rd ST"
9,"Alley Speed Hump Menu","E 101 PL & E 102 ST & S ST LAWRENCE AV & S DAUPHIN AV",2005,3500,6731,"S ST LAWRENCE AV & E 101st PL","S DAUPHIN AV & E 101st PL","S ST LAWRENCE AV & E 102nd ST","S DAUPHIN AV & E 102nd ST"
9,"Alley Speed Hump Menu","E 118 ST & E 119 PL & S PRAIRIE AV & S INDIANA AV",2005,3000,6732,"S PRAIRIE AV & E 118th ST","S INDIANA AV & E 118th ST","S PRAIRIE AV & E 119th PL","S INDIANA AV & E 119th PL"
9,"Alley Speed Hump Menu","E 127 ST & E 128 ST & S PARNELL AV & S WALLACE ST",2005,3500,6733,"S PARNELL AV & E 127th ST","S WALLACE ST & E 127th ST","S PARNELL AV & E 128th ST","S WALLACE ST & E 128th ST"
9,"Alley Speed Hump Menu","E 108 ST & E 109 ST & S INDIANA AV & S EDBROOKE AV",2005,1750,6734,"S INDIANA AV & E 108th ST","S EDBROOKE AV & E 108th ST","S INDIANA AV & E 109th ST","S EDBROOKE AV & E 109th ST"
9,"Alley Speed Hump Menu","E 104 ST & E 105 ST & S PRAIRIE AV & S INDIANA AV",2005,1750,6735,"S PRAIRIE AV & E 104th ST","S INDIANA AV & E 104th ST","S PRAIRIE AV & E 105th ST","S INDIANA AV & E 105th ST"
9,"Alley Speed Hump Menu","E 108 ST & E 109 ST & S RHODES AV & S EBERHART AV",2005,3500,6736,"S RHODES AV & E 108th ST","S EBERHART AV & E 108th ST","S RHODES AV & E 109th ST","S EBERHART AV & E 109th ST"
9,"Alley Speed Hump Menu","W 102 PL & E 103 ST & S NORMAL & S EGGLESTON AV",2005,2625,6737,"S NORMAL & W 102nd PL","S EGGLESTON AV & W 102nd PL","S NORMAL & E 103rd ST","S EGGLESTON AV & E 103rd ST"
9,"Alley Resurface Menu","S INDIANA AV & S EDBROOKE AV & E 107 ST & E 108 ST",2006,19948,6763,"S INDIANA AV & E 107th ST","S EDBROOKE AV & E 107th ST","S INDIANA AV & E 108th ST","S EDBROOKE AV & E 108th ST"
9,"Alley Resurface Menu","S MARYLAND AV & S CORLISS AV & E 104 ST & E 105 ST",2006,27944,6764,"S MARYLAND AV & E 104th ST","S CORLISS AV & E 104th ST","S MARYLAND AV & E 105th ST","S CORLISS AV & E 105th ST"
9,"Alley Speed Hump Menu","W 126 PL & W 127 ST & S WENTWORTH AV & S PERRY AV,000",2006,3000,6765,"S WENTWORTH AV & W 126th PL","S PERRY AV,000 & W 126th PL","S WENTWORTH AV & W 127th ST","S PERRY AV,000 & W 127th ST"
9,"Alley Speed Hump Menu","E 116 ST & E 117 ST & S PRAIRIE AV & S FRONT AV",2006,3000,6766,"S PRAIRIE AV & E 116th ST","S FRONT AV & E 116th ST","S PRAIRIE AV & E 117th ST","S FRONT AV & E 117th ST"
9,"Alley Speed Hump Menu","S ST LAWRENCE AV & S DAUPHIN AV & W 100 ST & W 100 PL",2006,1500,6767,"S ST LAWRENCE AV & W 100th ST","S DAUPHIN AV & W 100th ST","S ST LAWRENCE AV & W 100th PL","S DAUPHIN AV & W 100th PL"
9,"Alley Speed Hump Menu","S STATE ST & S LAFAYETTE AV & W 120 ST & W 121 ST",2006,1000,6768,"S STATE ST & W 120th ST","S LAFAYETTE AV & W 120th ST","S STATE ST & W 121st ST","S LAFAYETTE AV & W 121st ST"
9,"Alley Speed Hump Menu","S LAFAYETTE AV & S PERRY AV & W 121 ST & W 122 ST",2006,1000,6769,"S LAFAYETTE AV & W 121st ST","S PERRY AV & W 121st ST","S LAFAYETTE AV & W 122nd ST","S PERRY AV & W 122nd ST"
9,"Alley Speed Hump Menu","W 125 PL & W 126 ST & S EGGLESTON AV & S PARNELL AV",2006,1000,6770,"S EGGLESTON AV & W 125th PL","S PARNELL AV & W 125th PL","S EGGLESTON AV & W 126th ST","S PARNELL AV & W 126th ST"
9,"Alley Speed Hump Menu","S PRINCETON AV & RAILROAD TRACKS & W 100 PL & W 101 ST",2006,1000,6771,"S PRINCETON AV & W 100th PL","S PRINCETON AV & W 101st ST","NA","NA"
9,"Alley Speed Hump Menu","S INDIANA AV & S MICHIGAN AV & E 118 PL & E 119 ST",2006,3000,6772,"S INDIANA AV & E 118th PL","S MICHIGAN AV & E 118th PL","S INDIANA AV & E 119th ST","S MICHIGAN AV & E 119th ST"
9,"Alley Speed Hump Menu","S INDIANA AV & S MICHIGAN AV & E 118 ST & E 118 PL",2006,1500,6773,"S INDIANA AV & E 118th ST","S MICHIGAN AV & E 118th ST","S INDIANA AV & E 118th PL","S MICHIGAN AV & E 118th PL"
9,"Alley Speed Hump Menu","E 116 ST & E KENSINGTON AV & S PRAIRIE AV & S INDIANA AV",2006,1000,6774,"S PRAIRIE AV & E 116th ST","S INDIANA AV & E 116th ST","S PRAIRIE AV & E KENSINGTON AV","S INDIANA AV & E KENSINGTON AV"
9,"Alley Speed Hump Menu","W 125 ST & W 125 PL & S PARNELL AV & S EGGLESTON AV",2006,1500,6775,"S PARNELL AV & W 125th ST","S EGGLESTON AV & W 125th ST","S PARNELL AV & W 125th PL","S EGGLESTON AV & W 125th PL"
9,"Alley Speed Hump Menu","W 100 PL & W 101 ST & S NORMAL & S EGGLESTON AV",2006,1000,6776,"S NORMAL & W 100th PL","S EGGLESTON AV & W 100th PL","S NORMAL & W 101st ST","S EGGLESTON AV & W 101st ST"
9,"Alley Speed Hump Menu","E 103RD ST & S STATE ST & E 103RD ST & S WABASH AVE",2006,500,6777,"S STATE ST & E 103RD ST","S WABASH AVE & E 103RD ST","NA","NA"
9,"Alley Speed Hump Menu","S LAFAYETTE AV & S PERRY AV & E 121 ST & E 122 ST",2006,1000,6778,"S LAFAYETTE AV & E 121st ST","S PERRY AV & E 121st ST","S LAFAYETTE AV & E 122nd ST","S PERRY AV & E 122nd ST"
9,"Alley Speed Hump Menu","E 103 PL & E 104 ST & S INDIANA AV & S MICHIGAN AV",2006,1500,6779,"S INDIANA AV & E 103rd PL","S MICHIGAN AV & E 103rd PL","S INDIANA AV & E 104th ST","S MICHIGAN AV & E 104th ST"
9,"Alley Speed Hump Menu","W 124 ST & W 125 ST & S PERRY AV & S STATE ST",2006,1500,6780,"S PERRY AV & W 124th ST","S STATE ST & W 124th ST","S PERRY AV & W 125th ST","S STATE ST & W 125th ST"
9,"Alley Speed Hump Menu","S EDBROOKE AV & S INDIANA AV & E 105 PL & E 107 ST",2006,2000,6781,"S EDBROOKE AV & E 105th PL","S INDIANA AV & E 105th PL","S EDBROOKE AV & E 107th ST","S INDIANA AV & E 107th ST"
9,"Alley Speed Hump Menu","S STATE ST & S MICHIGAN AV & E 126 ST & E 127 ST",2006,1500,6782,"S STATE ST & E 126th ST","S MICHIGAN AV & E 126th ST","S STATE ST & E 127th ST","S MICHIGAN AV & E 127th ST"
9,"Alley Speed Hump Menu","E 99 ST & E 100 ST & S STATE ST & S MICHIGAN AV",2006,2500,6783,"S STATE ST & E 99th ST","S MICHIGAN AV & E 99th ST","S STATE ST & E 100th ST","S MICHIGAN AV & E 100th ST"
9,"Alley Speed Hump Menu","S EBERHART AV & S RHODES AV & E 105 ST & E 106 ST",2006,1000,6784,"S EBERHART AV & E 105th ST","S RHODES AV & E 105th ST","S EBERHART AV & E 106th ST","S RHODES AV & E 106th ST"
9,"Alley Resurface Menu","E 111 ST & E 111 PL & S VERNON AV & S EBERHART AV",2007,19062,6811,"S VERNON AV & E 111th ST","S EBERHART AV & E 111th ST","S VERNON AV & E 111th PL","S EBERHART AV & E 111th PL"
9,"Alley Speed Hump Menu","W VERMONT ST & W 28 PL & S WALLACE ST & S LOWE AV",2007,500,6812,"S WALLACE ST & W VERMONT ST","S LOWE AV & W VERMONT ST","S WALLACE ST & W 28th PL","S LOWE AV & W 28th PL"
9,"Alley Speed Hump Menu","S STEWART AV & S HARVARD AV & W 125 ST & W 126 ST",2007,1000,6813,"S STEWART AV & W 125th ST","S HARVARD AV & W 125th ST","S STEWART AV & W 126th ST","S HARVARD AV & W 126th ST"
9,"Alley Speed Hump Menu","S EBERHART AV & S RHODES AV & W05 ST & W06 ST",2007,500,6814,"S EBERHART AV & W05 ST","S RHODES AV & W05 ST","S EBERHART AV & W06 ST","S RHODES AV & W06 ST"
9,"Alley Speed Hump Menu","S CHAMPLAIN AV & S LANGLEY AV & W 13 ST & W 14 ST",2007,500,6815,"S CHAMPLAIN AV & W 13th ST","S LANGLEY AV & W 13th ST","S CHAMPLAIN AV & W 14th ST","S LANGLEY AV & W 14th ST"
9,"Alley Speed Hump Menu","S MICHIGAN AV & S INDIANA AV & E 119 PL & E 119 ST",2007,2000,6816,"S MICHIGAN AV & E 119th PL","S INDIANA AV & E 119th PL","S MICHIGAN AV & E 119th ST","S INDIANA AV & E 119th ST"
9,"Alley Speed Hump Menu","E 21 PL & E 22 ST & S EDBROOKE AV & S INDIANA AV",2008,500,6844,"S EDBROOKE AV & E 21st PL","S INDIANA AV & E 21st PL","S EDBROOKE AV & E 22nd ST","S INDIANA AV & E 22nd ST"
9,"Alley Speed Hump Menu","E 121 ST & E 122 ST & S WENTWORTH AV & S LA SALLE ST",2009,1100,6891,"S WENTWORTH AV & E 121st ST","S LA SALLE ST & E 121st ST","S WENTWORTH AV & E 122nd ST","S LA SALLE ST & E 122nd ST"
9,"Alley Speed Hump Menu","S WALLACE ST & S PARNELL AV & W 27 ST & W 28 PL",2009,525,6892,"S WALLACE ST & W 27th ST","S PARNELL AV & W 27th ST","S WALLACE ST & W 28th PL","S PARNELL AV & W 28th PL"
9,"Alley Speed Hump Menu","S LAFAYETTE AV & S STATE ST & W 121 ST & W 122 ST",2009,1050,6893,"S LAFAYETTE AV & W 121st ST","S STATE ST & W 121st ST","S LAFAYETTE AV & W 122nd ST","S STATE ST & W 122nd ST"
9,"Alley Resurface Menu","W 126 PL & W 127 ST & S STATE ST & S WENTWORTH AV.22",2010,68886,6927,"S STATE ST & W 126th PL","S WENTWORTH AV.22 & W 126th PL","S STATE ST & W 127th ST","S WENTWORTH AV.22 & W 127th ST"
9,"Alley Resurface Menu","E 115 ST & E KENSINGTON AV & S INDIANA AV & S PRAIRIE AV",2010,16615,6928,"S INDIANA AV & E 115th ST","S PRAIRIE AV & E 115th ST","S INDIANA AV & E KENSINGTON AV","S PRAIRIE AV & E KENSINGTON AV"
9,"Alley Speed Hump Menu","W 105 ST & W 106 ST & S FOREST AV & S PRAIRIE AV",2010,1050,6929,"S FOREST AV & W 105th ST","S PRAIRIE AV & W 105th ST","S FOREST AV & W 106th ST","S PRAIRIE AV & W 106th ST"
9,"Alley Speed Hump Menu","W 100 ST & W 101 ST & S VERNON AV & DR. MARTIN LUTHER KING JR. DR",2010,1050,6930,"S VERNON AV & W 100th ST","S VERNON AV & W 101st ST","NA","NA"
9,"Alley Speed Hump Menu","S PARNELL AVE & S NORMAL & E 99TH ST & E 100TH ST",2012,700,6986,"S PARNELL AVE & E 99TH ST","S NORMAL & E 99TH ST","S PARNELL AVE & E 100TH ST","S NORMAL & E 100TH ST"
9,"Alley Speed Hump Menu","S CALUMET AVE & E 107TH ST & S DR MARTIN LUTHER KING JR DR & E 108TH ST",2014,1400,7034,"S CALUMET AVE & E 107TH ST","S DR MARTIN LUTHER KING JR DR & E 107TH ST","S CALUMET AVE & E 108TH ST","S DR MARTIN LUTHER KING JR DR & E 108TH ST"
9,"Alley Speed Hump Menu","S STATE ST & E 101ST ST & S MICHIGAN AVE & E 101ST PL",2014,700,7035,"S STATE ST & E 101ST ST","S MICHIGAN AVE & E 101ST ST","S STATE ST & E 101ST PL","S MICHIGAN AVE & E 101ST PL"
